DATA;Row Heading;Column Heading
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.212 | перед пуском (включением) на каждой единице оборудования (кроме транспортируемых баллонов вместимостью до 100 литров) должна быть вывешена табличка или нанесена надпись с указанием: номера оборудования, разрешенных параметров, даты следующего наружного или внутреннего осмотров и гидравлического испытания.;мероприятия ли технические решения по выявленным несоответствиям
инструкция по эксплуатации №32-огт срок действия до 12.12.17.;;
да;;
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.302 | эксплуатация сосудов под давлением должна осуществляться в соотвествии с разработанной и утвержденной руководством эксплуатирующей организации производственной инструкцией по режиму работы и безопасному обслуживанию сосудов.;мероприятия ли технические решения по выявленным несоответствиям
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.302 | эксплуатация сосудов под давлением должна осуществляться в соотвествии с разработанной и утвержденной руководством эксплуатирующей организации производственной инструкцией по режиму работы и безопасному обслуживанию сосудов.;мероприятия ли технические решения по выявленным несоответствиям
схема включения имеется.;;
да;;
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.304 | руководством эксплуатирующей организации должна быть утверждена схема включения сосуда с указанием: источника давления, параметров, рабочей среды, арматуры, контрольно-измерительных приборов, средств автоматического управления, предохранительных и блокирующих устройств. схемы включения сосудов должны быть на рабочих местах.;мероприятия ли технические решения по выявленным несоответствиям
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.304 | руководством эксплуатирующей организации должна быть утверждена схема включения сосуда с указанием: источника давления, параметров, рабочей среды, арматуры, контрольно-измерительных приборов, средств автоматического управления, предохранительных и блокирующих устройств. схемы включения сосудов должны быть на рабочих местах.;мероприятия ли технические решения по выявленным несоответствиям
периодичность освидетельствования обеспечивается;;
да;;
-;"положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.360 | оборудование под давлением. перечисленное в пункте 3 настоящий фнп, должно подвергаться техническому освидетельствованию: до ввода в эксплуатацию после монтажа (первичное техническое освидетельстование); периодически в процессе эксплуатации (периодическое техническое освидетельствование); до наступления срока периодического технического освидетельствования в случаях. установленных в настоящем фнп (внеочередное техничское освидетельствование).";мероприятия ли технические решения по выявленным несоответствиям
-;"положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.360 | оборудование под давлением. перечисленное в пункте 3 настоящий фнп, должно подвергаться техническому освидетельствованию: до ввода в эксплуатацию после монтажа (первичное техническое освидетельстование); периодически в процессе эксплуатации (периодическое техническое освидетельствование); до наступления срока периодического технического освидетельствования в случаях. установленных в настоящем фнп (внеочередное техничское освидетельствование).";мероприятия ли технические решения по выявленным несоответствиям
эпб проводится до начала применения на опо;;
да;;
-;"положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.411 | оборудование под давлением, используемое на опо, подлежит экспертизе промышленной безопасности, если иная форма оценки его соответствия не установлена техническими регламентами, в следующих случаях: до начала применения на опо оборудования под давлением, требования к которому не установлены тр тс 032;.";мероприятия ли технические решения по выявленным несоответствиям
-;"положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.411 | оборудование под давлением, используемое на опо, подлежит экспертизе промышленной безопасности, если иная форма оценки его соответствия не установлена техническими регламентами, в следующих случаях: до начала применения на опо оборудования под давлением, требования к которому не установлены тр тс 032;.";мероприятия ли технические решения по выявленным несоответствиям
техничекое диагностирование в рамках эпб теплообменника (корпуса) проведено  ооо рога и копыта;;
да;;
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.414 | техническое диагностирование в рамках эпб оборудования под давлением проводит специализированная организация имеющая лицензию на проведение эпб, в следующих случаях: в иных случаях, определяемых руководителем организациии, проводящей эпб, по согласованию с эксплуатирующей организацией.;мероприятия ли технические решения по выявленным несоответствиям
-;положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.414 | техническое диагностирование в рамках эпб оборудования под давлением проводит специализированная организация имеющая лицензию на проведение эпб, в следующих случаях: в иных случаях, определяемых руководителем организациии, проводящей эпб, по согласованию с эксплуатирующей организацией.;мероприятия ли технические решения по выявленным несоответствиям
проведен;;
проведен;;
да;;
да;;
-;"положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.415 | техническое диагностирование оборудования под давлением включает следующие мероприятия: анализ технической, эксплуатационной докусеетации; анализ результатов контроля металла и сварных соединений; расчет на прочность с оценкой остаточного ресурса; обобщенный анализ результатов контроля.";мероприятия ли технические решения по выявленным несоответствиям
-;"положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.415 | техническое диагностирование оборудования под давлением включает следующие мероприятия: анализ технической, эксплуатационной докусеетации; анализ результатов контроля металла и сварных соединений; расчет на прочность с оценкой остаточного ресурса; обобщенный анализ результатов контроля.";мероприятия ли технические решения по выявленным несоответствиям
-;"положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.415 | техническое диагностирование оборудования под давлением включает следующие мероприятия: анализ технической, эксплуатационной докусеетации; анализ результатов контроля металла и сварных соединений; расчет на прочность с оценкой остаточного ресурса; обобщенный анализ результатов контроля.";мероприятия ли технические решения по выявленным несоответствиям
-;"положения нормативных актов, устанавливающих требования промышленной безопасности к объекту экспертизы | фнп в области промышленной безопасности правила промышленной безопасности опасных производственных объектов, на которых используется оборудование, работающее под избыточным давлением | п.415 | техническое диагностирование оборудования под давлением включает следующие мероприятия: анализ технической, эксплуатационной докусеетации; анализ результатов контроля металла и сварных соединений; расчет на прочность с оценкой остаточного ресурса; обобщенный анализ результатов контроля.";мероприятия ли технические решения по выявленным несоответствиям
