DATA;RowHeading1;ColumnHeading
6.2;total expenditure on health | hc.2 services of rehabilitative care;privat sector
18.0;total expenditure on health | hc.2 services of rehabilitative care;social security fund
0.0;total expenditure on health | hc.2 services of rehabilitative care;local government
75.7;total expenditure on health | hc.2 services of rehabilitative care;central government
2 106;total expenditure on health | hc.2 services of rehabilitative care;total. nok million
36.0;total expenditure on health | hc.1.3-1.4 out-patient curative care;privat sector
24.5;total expenditure on health | hc.1.3-1.4 out-patient curative care;social security fund
20.3;total expenditure on health | hc.1.3-1.4 out-patient curative care;local government
19.2;total expenditure on health | hc.1.3-1.4 out-patient curative care;central government
29 298;total expenditure on health | hc.1.3-1.4 out-patient curative care;total. nok million
1.2;total expenditure on health | hc.1.2 day cases of curative care;privat sector
0.3;total expenditure on health | hc.1.2 day cases of curative care;social security fund
0.0;total expenditure on health | hc.1.2 day cases of curative care;local government
98.5;total expenditure on health | hc.1.2 day cases of curative care;central government
5 749;total expenditure on health | hc.1.2 day cases of curative care;total. nok million
0.3;total expenditure on health | hc.1.1 in-patient curative care;privat sector
1.5;total expenditure on health | hc.1.1 in-patient curative care;social security fund
0.0;total expenditure on health | hc.1.1 in-patient curative care;local government
98.2;total expenditure on health | hc.1.1 in-patient curative care;central government
38 575;total expenditure on health | hc.1.1 in-patient curative care;total. nok million
14.6;total expenditure on health | hc.1 service of curative care;privat sector
10.6;total expenditure on health | hc.1 service of curative care;social security fund
8.1;total expenditure on health | hc.1 service of curative care;local government
66.8;total expenditure on health | hc.1 service of curative care;central government
73 622;total expenditure on health | hc.1 service of curative care;total. nok million
16.3;total expenditure on health;privat sector
15.1;total expenditure on health;social security fund
28.3;total expenditure on health;local government
40.3;total expenditure on health;central government
159 574;total expenditure on health;total. nok million
